ref_id,asset,stock_name,strike_price,option_type,expiry,exchange,lot_size,tick_size
1197456,ADANIENT,ADANIENT26MAR880CE,88000,CE,20260330,NSE,309,5
1197457,ADANIENT,ADANIENT26MAR880PE,88000,PE,20260330,NSE,309,5
1202916,ADANIENT,ADANIENT26MAR920CE,92000,CE,20260330,NSE,309,5
1202917,ADANIENT,ADANIENT26MAR920PE,92000,PE,20260330,NSE,309,5
1197458,ADANIENT,ADANIENT26MAR960CE,96000,CE,20260330,NSE,309,5
1197459,ADANIENT,ADANIENT26MAR960PE,96000,PE,20260330,NSE,309,5
1202918,ADANIENT,ADANIENT26MAR1000CE,100000,CE,20260330,NSE,309,5
1202919,ADANIENT,ADANIENT26MAR1000PE,100000,PE,20260330,NSE,309,5
1195248,ADANIENT,ADANIENT26MAR1040CE,104000,CE,20260330,NSE,309,5
1195249,ADANIENT,ADANIENT26MAR1040PE,104000,PE,20260330,NSE,309,5
1202920,ADANIENT,ADANIENT26MAR1080CE,108000,CE,20260330,NSE,309,5
1202921,ADANIENT,ADANIENT26MAR1080PE,108000,PE,20260330,NSE,309,5
1192889,ADANIENT,ADANIENT26MAR1120CE,112000,CE,20260330,NSE,309,5
1192890,ADANIENT,ADANIENT26MAR1120PE,112000,PE,20260330,NSE,309,5
1197460,ADANIENT,ADANIENT26MAR1160CE,116000,CE,20260330,NSE,309,5
1197461,ADANIENT,ADANIENT26MAR1160PE,116000,PE,20260330,NSE,309,5
1185699,ADANIENT,ADANIENT26MAR1200CE,120000,CE,20260330,NSE,309,5
1185700,ADANIENT,ADANIENT26MAR1200PE,120000,PE,20260330,NSE,309,5
1197462,ADANIENT,ADANIENT26MAR1240CE,124000,CE,20260330,NSE,309,5
1197463,ADANIENT,ADANIENT26MAR1240PE,124000,PE,20260330,NSE,309,5
1136130,ADANIENT,ADANIENT26MAR1280CE,128000,CE,20260330,NSE,309,5
1136131,ADANIENT,ADANIENT26MAR1280PE,128000,PE,20260330,NSE,309,5
1202922,ADANIENT,ADANIENT26MAR1300CE,130000,CE,20260330,NSE,309,5
1202923,ADANIENT,ADANIENT26MAR1300PE,130000,PE,20260330,NSE,309,5
1192891,ADANIENT,ADANIENT26MAR1320CE,132000,CE,20260330,NSE,309,5
1192892,ADANIENT,ADANIENT26MAR1320PE,132000,PE,20260330,NSE,309,5
1202924,ADANIENT,ADANIENT26MAR1340CE,134000,CE,20260330,NSE,309,5
1202925,ADANIENT,ADANIENT26MAR1340PE,134000,PE,20260330,NSE,309,5
1136132,ADANIENT,ADANIENT26MAR1360CE,136000,CE,20260330,NSE,309,5
1136133,ADANIENT,ADANIENT26MAR1360PE,136000,PE,20260330,NSE,309,5
1202926,ADANIENT,ADANIENT26MAR1380CE,138000,CE,20260330,NSE,309,5
1202927,ADANIENT,ADANIENT26MAR1380PE,138000,PE,20260330,NSE,309,5
1191421,ADANIENT,ADANIENT26MAR1400CE,140000,CE,20260330,NSE,309,5
1191422,ADANIENT,ADANIENT26MAR1400PE,140000,PE,20260330,NSE,309,5
1202928,ADANIENT,ADANIENT26MAR1420CE,142000,CE,20260330,NSE,309,5
1202929,ADANIENT,ADANIENT26MAR1420PE,142000,PE,20260330,NSE,309,5
1136134,ADANIENT,ADANIENT26MAR1440CE,144000,CE,20260330,NSE,309,5
1136135,ADANIENT,ADANIENT26MAR1440PE,144000,PE,20260330,NSE,309,5
1202930,ADANIENT,ADANIENT26MAR1460CE,146000,CE,20260330,NSE,309,5
1202931,ADANIENT,ADANIENT26MAR1460PE,146000,PE,20260330,NSE,309,5
1136136,ADANIENT,ADANIENT26MAR1480CE,148000,CE,20260330,NSE,309,5
1136137,ADANIENT,ADANIENT26MAR1480PE,148000,PE,20260330,NSE,309,5
1202932,ADANIENT,ADANIENT26MAR1500CE,150000,CE,20260330,NSE,309,5
1202933,ADANIENT,ADANIENT26MAR1500PE,150000,PE,20260330,NSE,309,5
1136138,ADANIENT,ADANIENT26MAR1520CE,152000,CE,20260330,NSE,309,5
1136139,ADANIENT,ADANIENT26MAR1520PE,152000,PE,20260330,NSE,309,5
1202934,ADANIENT,ADANIENT26MAR1540CE,154000,CE,20260330,NSE,309,5
1202935,ADANIENT,ADANIENT26MAR1540PE,154000,PE,20260330,NSE,309,5
1136140,ADANIENT,ADANIENT26MAR1560CE,156000,CE,20260330,NSE,309,5
1136141,ADANIENT,ADANIENT26MAR1560PE,156000,PE,20260330,NSE,309,5
1202936,ADANIENT,ADANIENT26MAR1580CE,158000,CE,20260330,NSE,309,5
1202937,ADANIENT,ADANIENT26MAR1580PE,158000,PE,20260330,NSE,309,5
